Filename,Author,DateUTC,Week
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,friederbluemle,2017-08-19T16:20:33Z,113
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,awaseem,2017-08-11T15:34:54Z,112
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,BIOCATCH\Leon.Karabchevsky,2017-06-07T07:53:52Z,102
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,vyas-n,2017-05-10T19:44:29Z,98
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-29T11:18:37Z,92
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-24T16:11:58Z,92
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-24T13:31:19Z,92
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-03-13T22:05:11Z,90
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2017-02-15T12:53:36Z,86
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,leocadiotine,2016-09-14T21:25:21Z,64
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2016-04-18T16:36:03Z,43
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,Mohammed Ezzat,2016-03-15T13:13:43Z,38
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-22T10:17:02Z,26
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-22T10:11:09Z,26
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-21T20:44:58Z,26
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-12-21T20:43:55Z,26
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:45:20Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:45:12Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-06-30T14:36:54Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:14:20Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-30T14:14:08Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,stealthcopter,2015-06-30T14:14:02Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-29T13:06:59Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,scottyab,2015-06-26T15:50:40Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,mat,2020-02-07T09:43:09Z,242
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,stealthcopter,2018-05-11T11:04:52Z,151
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,stealthcopter,2017-10-31T18:57:32Z,123
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,friederbluemle,2017-08-19T16:20:33Z,113
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,friederbluemle,2017-05-11T16:41:00Z,98
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,stealthcopter,2017-02-15T12:53:36Z,86
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,Mohammed Ezzat,2016-03-15T13:13:43Z,38
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,scottyab,2015-06-26T18:48:49Z,1
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,scottyab,2015-06-26T15:50:40Z,1
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,danielkutik,2019-11-16T02:45:47Z,230
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,danielkutik,2019-11-16T02:34:24Z,230
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,friederbluemle,2017-05-11T16:41:00Z,98
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,scottyab,2015-06-26T15:50:40Z,1
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,danielkutik,2019-11-16T02:45:47Z,230
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,danielkutik,2019-11-16T02:34:24Z,230
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,friederbluemle,2017-05-11T16:41:00Z,98
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,scottyab,2015-06-26T15:50:40Z,1
rootbeerlib/src/main/jni/toolChecker.cpp,scottyab,2021-05-22T13:42:21Z,309
rootbeerlib/src/main/jni/toolChecker.cpp,friederbluemle,2017-05-11T16:41:00Z,98
rootbeerlib/src/main/jni/toolChecker.cpp,stealthcopter,2017-03-13T22:55:31Z,90
rootbeerlib/src/main/jni/toolChecker.cpp,stealthcopter,2017-03-13T22:35:27Z,90
rootbeerlib/src/main/jni/toolChecker.h,scottyab,2021-05-22T13:42:21Z,309
rootbeerlib/src/main/jni/toolChecker.h,friederbluemle,2017-05-11T16:41:00Z,98
rootbeerlib/src/main/jni/toolChecker.h,stealthcopter,2017-03-13T22:35:27Z,90
rootbeerlib/jni/toolChecker.cpp,stealthcopter,2017-03-13T22:35:27Z,90
rootbeerlib/jni/toolChecker.cpp,aippisch,2016-09-16T14:04:45Z,65
rootbeerlib/jni/toolChecker.cpp,stealthcopter,2015-06-30T14:36:54Z,1
rootbeerlib/jni/toolChecker.cpp,stealthcopter,2015-06-30T14:14:02Z,1
rootbeerlib/jni/toolChecker.cpp,scottyab,2015-06-30T12:58:19Z,1
rootbeerlib/jni/toolChecker.cpp,stealthcopter,2015-06-26T16:10:45Z,1
rootbeerlib/jni/toolChecker.cpp,scottyab,2015-06-26T15:50:40Z,1
rootbeerlib/jni/toolChecker.h,stealthcopter,2017-03-13T22:35:27Z,90
rootbeerlib/jni/toolChecker.h,stealthcopter,2015-06-30T14:36:54Z,1
rootbeerlib/jni/toolChecker.h,stealthcopter,2015-06-30T14:14:02Z,1
rootbeerlib/jni/toolChecker.h,stealthcopter,2015-06-26T16:10:45Z,1
rootbeerlib/jni/toolChecker.h,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,stealthcopter,2015-06-26T14:41:45Z,1
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,stealthcopter,2015-06-26T14:32:45Z,1
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,scottyab,2015-06-19T17:21:37Z,0
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,scottyab,2015-06-19T17:20:07Z,0
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,stealthcopter,2015-06-19T10:09:22Z,0
app/src/main/java/com/scottyab/rootchecker/RootCheck.java,scottyab,2015-06-19T09:05:10Z,0
app/src/main/java/com/scottyab/rootchecker/Const.java,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/Const.java,stealthcopter,2015-06-26T14:32:45Z,1
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,stealthcopter,2015-06-26T14:32:45Z,1
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,stealthcopter,2015-06-19T10:09:22Z,0
app/src/main/java/com/scottyab/rootchecker/MainActivity.java,scottyab,2015-06-19T09:05:10Z,0
app/jni/toolChecker.cpp,scottyab,2015-06-26T15:50:40Z,1
app/jni/toolChecker.cpp,stealthcopter,2015-06-19T11:06:02Z,0
app/jni/toolChecker.h,scottyab,2015-06-26T15:50:40Z,1
app/jni/toolChecker.h,stealthcopter,2015-06-19T11:06:02Z,0
app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,stealthcopter,2015-06-19T11:06:02Z,0
app/src/main/java/com/scottyab/rootchecker/RootCheckNative.java,stealthcopter,2015-06-19T10:09:22Z,0
app/jni/rootChecker.cpp,stealthcopter,2015-06-19T11:06:02Z,0
app/jni/rootChecker.cpp,stealthcopter,2015-06-19T10:09:22Z,0
app/jni/rootChecker.h,stealthcopter,2015-06-19T11:06:02Z,0
app/jni/rootChecker.h,stealthcopter,2015-06-19T10:09:22Z,0
app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java,scottyab,2015-06-26T15:50:40Z,1
app/src/androidTest/java/com/scottyab/rootchecker/ApplicationTest.java,scottyab,2015-06-19T09:05:10Z,0
app/src/main/java/com/scottyab/rootchecker/util/QLog.java,scottyab,2015-06-26T15:50:40Z,1
app/src/main/java/com/scottyab/rootchecker/util/QLog.java,scottyab,2015-06-19T09:05:10Z,0
